food_id,food_name,amount,category,calories,protein,carbohydrate,sugar,fat,sodium,food_type,category_encoded,sugar_to_carb_ratio,fat_to_calorie_ratio,calories_scaled,protein_scaled,carbohydrate_scaled,sugar_scaled,fat_scaled,sodium_scaled,category_encoded_scaled,sugar_to_carb_ratio_scaled,fat_to_calorie_ratio_scaled,food_type_encoded
50,ลอดช่องไทย น้ำกะทิ,100 g,ขนม,108,0.72,18.7,12.3,3.04,62,โซเดียมต่ำ,0,0.65775401,0.028148148,-0.88742956,-0.950183848,-0.466167165,0.486836005,-0.577585627,-0.723840304,-1.732407959,0.937822931,-0.082403302,2
150,แกงเหลืองปลา,300 g,อาหารจานหลัก,41,7.9,1.3,0,0.1,674,โซเดียมต่ำ,3,0,0.002439024,-1.300794524,-0.371855251,-1.193535924,-0.735826334,-0.846990719,0.36604008,0.554018789,-0.860787093,-1.145224329,2
59,"วุ้นกะทิ, ใบเตย",100 g,ขนม,133,0.6,20.5,9.3,7.8,0,โซเดียมต่ำ,0,0.453658536,0.058646617,-0.733188902,-0.959849507,-0.390922121,0.188625678,-0.141405954,-0.834253022,-1.732407959,0.379729541,1.178410323,2
92,ข้าวราดต้มพะโล้,1 จาน / 300 g,อาหารจานหลัก,535,25,66,0,19,376,โซเดียมต่ำ,3,0,0.035514019,1.747000884,1.005501158,1.511105382,-0.735826334,0.884899159,-0.164653309,0.554018789,-0.860787093,0.222103463,2
47,ทองหยอด ,100 g,ขนม,305,3.53,56.9,56.58,6.92,39,โซเดียมต่ำ,0,0.994376098,0.022688525,0.327986828,-0.723846333,1.130699881,4.888420425,-0.222044213,-0.764799861,-1.732407959,1.858306656,-0.308105382,2
111,"สุกี้, ไก่, น้ำ",1 ชาม  / 300 g,อาหารจานหลัก,253,20,30,0,6,536,โซเดียมต่ำ,3,0,0.023715415,0.007166258,0.602765366,0.006204501,-0.735826334,-0.306347847,0.120282739,0.554018789,-0.860787093,-0.265653498,2
48,ทองหยิบ, 100 g,ขนม,395,7.9,45.9,54.22,19.7,0,โซเดียมต่ำ,0,1.181263616,0.049873418,0.883253198,-0.371855251,0.670869056,4.653828302,0.949043229,-0.834253022,-1.732407959,2.36934537,0.815724287,2
105,ข้าวราดยำไข่ดาว,1 จาน / 300 g,อาหารจานหลัก,336,20,75,0,29,468,โซเดียมต่ำ,3,0,0.086309524,0.519245244,0.602765366,1.887330602,-0.735826334,1.80124301,-0.000815081,0.554018789,-0.860787093,2.322001206,2
52,ถั่วเขียวต้มน้ำตาล,100 g,ขนม,213,7,46.2,29,0.4,8,โซเดียมต่ำ,0,0.627705628,0.001877934,-0.239618795,-0.444347693,0.683409897,2.146873489,-0.819500403,-0.82000622,-1.732407959,0.855656465,-1.168419923,2
48,ทองหยิบ, 100 g,ขนม,395,7.9,45.9,54.22,19.7,0,โซเดียมต่ำ,0,1.181263616,0.049873418,0.883253198,-0.371855251,0.670869056,4.653828302,0.949043229,-0.834253022,-1.732407959,2.36934537,0.815724287,2
102,ข้าวราดผัดเผ็ดหอยลาย,1 จาน / 300 g,อาหารจานหลัก,307,6,48,0,10,392,โซเดียมต่ำ,3,0,0.03257329,0.34032608,-0.524894852,0.758654941,-0.735826334,0.060189693,-0.136159704,0.554018789,-0.860787093,0.100533066,2
113,"สุกี้, ทะเล, น้ำ",1 ชาม  / 300 g,อาหารจานหลัก,216,25,4,0,9,424,โซเดียมต่ำ,3,0,0.041666667,-0.221109916,1.005501158,-1.080668358,-0.735826334,-0.031444692,-0.079172495,0.554018789,-0.860787093,0.476455331,2
112,"สุกี้, รวมมิตร, น้ำ",1 ชาม  / 300 g,อาหารจานหลัก,207,21,18,0,6,471,โซเดียมต่ำ,3,0,0.028985507,-0.276636553,0.683312524,-0.495429127,-0.735826334,-0.306347847,0.004527469,0.554018789,-0.860787093,-0.047786686,2
59,"วุ้นกะทิ, ใบเตย",100 g,ขนม,133,0.6,20.5,9.3,7.8,0,โซเดียมต่ำ,0,0.453658536,0.058646617,-0.733188902,-0.959849507,-0.390922121,0.188625678,-0.141405954,-0.834253022,-1.732407959,0.379729541,1.178410323,2
112,"สุกี้, รวมมิตร, น้ำ",1 ชาม  / 300 g,อาหารจานหลัก,207,21,18,0,6,471,โซเดียมต่ำ,3,0,0.028985507,-0.276636553,0.683312524,-0.495429127,-0.735826334,-0.306347847,0.004527469,0.554018789,-0.860787093,-0.047786686,2
99,ข้าวราดผัดผักรวม,1 จาน / 300 g,อาหารจานหลัก,332,9,61,0,6,446,โซเดียมต่ำ,3,0,0.018072289,0.494566739,-0.283253376,1.302091371,-0.735826334,-0.306347847,-0.039993788,0.554018789,-0.860787093,-0.498941606,2
145,กุ้งอบวุ้นเส้น,300 g,อาหารจานหลัก,591,33.1,113,9.5,0.4,385,โซเดียมต่ำ,3,0.084070796,0.000676819,2.092499959,1.657933141,3.475837088,0.208506366,-0.819500403,-0.148625656,0.554018789,-0.630897841,-1.218074303,2
51,ขนมเปียกปูน,100 g,ขนม,160,1.1,35.46,19.78,1.62,92,โซเดียมต่ำ,0,0.557811619,0.010125,-0.566608991,-0.919575928,0.234447801,1.230373752,-0.707706454,-0.670414795,-1.732407959,0.664533244,-0.827484348,2
105,ข้าวราดยำไข่ดาว,1 จาน / 300 g,อาหารจานหลัก,336,20,75,0,29,468,โซเดียมต่ำ,3,0,0.086309524,0.519245244,0.602765366,1.887330602,-0.735826334,1.80124301,-0.000815081,0.554018789,-0.860787093,2.322001206,2
148,ปลานึ่งขิง,300 g,อาหารจานหลัก,201,48,0,0,1,350,โซเดียมต่ำ,3,0,0.004975124,-0.313654311,2.858085801,-1.247879567,-0.735826334,-0.764519772,-0.210955417,0.554018789,-0.860787093,-1.040381379,2
53,เต้าทึงน้ำลำใย,100 g,ขนม,130,4.5,31.5,21,0.5,14,โซเดียมต่ำ,0,0.666666666,0.003846154,-0.751697781,-0.645715589,0.068908704,1.351645952,-0.810336965,-0.809321118,-1.732407959,0.962194341,-1.087053277,2
58,ขนมปังไส้สับปะรด,100 g,ขนม,131,2,24,15,3,80,โซเดียมต่ำ,0,0.625,0.022900763,-0.745528154,-0.847083485,-0.244612313,0.755225299,-0.581251002,-0.691784998,-1.732407959,0.848258001,-0.299331383,2
90,ข้าวราดไข่เจียวหมูสับ,1 จาน / 300 g,อาหารจานหลัก,518,14,67,0,21,364,โซเดียมต่ำ,3,0,0.040540541,1.642117237,0.119482416,1.552908184,-0.735826334,1.068167929,-0.186023513,0.554018789,-0.860787093,0.42990102,2
116,ข้าวต้มกุ้ง,1 ชาม  / 300 g,อาหารจานหลัก,203,26.1,22.7,0,0.5,111.8,ไขมันต่ำ,3,0,0.002463054,-0.301315058,1.094103032,-0.298955956,-0.735826334,-0.810336965,-0.635153959,0.554018789,-0.860787093,-1.144230932,3
141,เห็ดรวมผัดน้ำมันหอย,300 g,อาหารจานหลัก,82,3.5,8.1,1.1,4.9,430,ไขมันต่ำ,3,0.135802469,0.059756098,-1.047839845,-0.726262748,-0.909276869,-0.626482548,-0.407145671,-0.068487393,0.554018789,-0.489439023,1.224276521,3
143,สลัดอกไก่ต้ม,300 g,อาหารจานหลัก,165,20,10,0,5,121,ไขมันต่ำ,3,0,0.03030303,-0.535760859,0.602765366,-0.829851545,-0.735826334,-0.397982232,-0.618770136,0.554018789,-0.860787093,0.006680017,3
117,ข้าวต้มหมู,1 ชาม  / 300 g,อาหารจานหลัก,200,9,36,1,2,740,ไขมันต่ำ,3,0.027777778,0.01,-0.319823937,-0.283253376,0.257021314,-0.636422892,-0.672885387,0.4835762,0.554018789,-0.784829533,-0.832651877,3
25,อะโวคาโด้,100 g,ผลไม้,160,2,8.5,0.7,14.7,0,ไขมันต่ำ,1,0.082352941,0.091875,-0.566608991,-0.847083485,-0.892555748,-0.666243925,0.490871303,-0.834253022,-0.97026571,-0.635595269,2.552079258,3
157,นมรสกาแฟลาเต้ - เมจิ,1 กล่อง / 200 ml,เครื่องดื่ม,90,5,11,10,2.5,0.25,ไขมันต่ำ,4,0.909090908,0.027777778,-0.998482834,-0.60544201,-0.788048742,0.258208088,-0.627068195,-0.83380781,1.316161038,1.625096679,-0.097714497,3
73,เกี๊ยวน้ำหมู,1 ถ้วย / 300 g,อาหารจานหลัก,140,7,15,3,6,930,ไขมันต่ำ,3,0.2,0.042857143,-0.690001517,-0.444347693,-0.620837533,-0.437616008,-0.306347847,0.821937757,0.554018789,-0.313892663,0.525669887,3
57,ขนมเบื้องไส้หวาน,100 g,ขนม,415,14.4,82.4,8.4,1.9,59.2,ไขมันต่ำ,0,0.101941748,0.004578313,1.006645724,0.151701279,2.196671339,0.09916258,-0.682048826,-0.728826684,-1.732407959,-0.582030223,-1.056785641,3
117,ข้าวต้มหมู,1 ชาม  / 300 g,อาหารจานหลัก,200,9,36,1,2,740,ไขมันต่ำ,3,0.027777778,0.01,-0.319823937,-0.283253376,0.257021314,-0.636422892,-0.672885387,0.4835762,0.554018789,-0.784829533,-0.832651877,3
132,น้ำพริกปลาทู,150 g,อาหารจานหลัก,77,8.5,8.9,3,1.1,1419,ไขมันต่ำ,3,0.337078651,0.014285714,-1.078687976,-0.323526956,-0.875834627,-0.437616008,-0.755356334,1.692773555,0.554018789,0.060945092,-0.655479473,3
140,กุ้งทอดกระเทียม,300 g,อาหารจานหลัก,540,34.2,60.2,0.2,16.4,423.7,ไขมันต่ำ,3,0.003322259,0.03037037,1.777849016,1.746535015,1.268649129,-0.715945646,0.646649758,-0.07970675,0.554018789,-0.851702468,0.009463871,3
56,ขนมทองม้วน,100 g,ขนม,135,2,25,13,3,164,ไขมันต่ำ,0,0.52,0.022222222,-0.720849649,-0.847083485,-0.202809511,0.556418414,-0.581251002,-0.542193573,-1.732407959,0.561138426,-0.327382428,3
161,"ขนมถ้วย, ใบเตย",100 g,ขนม,155,1.4,30.77,14,2.97,263,ไขมันต่ำ,0,0.454988625,0.01916129,-0.597457122,-0.89541178,0.038392658,0.655821856,-0.584000034,-0.365889393,-1.732407959,0.383366632,-0.45392205,3
25,อะโวคาโด้,100 g,ผลไม้,160,2,8.5,0.7,14.7,0,ไขมันต่ำ,1,0.082352941,0.091875,-0.566608991,-0.847083485,-0.892555748,-0.666243925,0.490871303,-0.834253022,-0.97026571,-0.635595269,2.552079258,3
131,แซลมอนลุยสวน,300 g,อาหารจานหลัก,371,27.8,19.9,9.8,20,1468,ไขมันต่ำ,3,0.492462311,0.053908356,0.735182166,1.231033202,-0.416003802,0.238327399,0.976533544,1.780035219,0.554018789,0.485837383,0.982529546,3
56,ขนมทองม้วน,100 g,ขนม,135,2,25,13,3,164,ไขมันต่ำ,0,0.52,0.022222222,-0.720849649,-0.847083485,-0.202809511,0.556418414,-0.581251002,-0.542193573,-1.732407959,0.561138426,-0.327382428,3
137,น้ำพริกอ่อง,100 g,อาหารจานหลัก,346,34.4,34.9,9.5,10.2,3030,ไขมันต่ำ,3,0.272206304,0.029479769,0.580941507,1.762644447,0.211038232,0.208506366,0.07851657,4.561723389,0.554018789,-0.116446536,-0.027353801,3
161,"ขนมถ้วย, ใบเตย",100 g,ขนม,155,1.4,30.77,14,2.97,263,ไขมันต่ำ,0,0.454988625,0.01916129,-0.597457122,-0.89541178,0.038392658,0.655821856,-0.584000034,-0.365889393,-1.732407959,0.383366632,-0.45392205,3
137,น้ำพริกอ่อง,100 g,อาหารจานหลัก,346,34.4,34.9,9.5,10.2,3030,ไขมันต่ำ,3,0.272206304,0.029479769,0.580941507,1.762644447,0.211038232,0.208506366,0.07851657,4.561723389,0.554018789,-0.116446536,-0.027353801,3
55,คุ๊กกี้ธัญพืช,100 g,ขนม,501,6,65,15,24,524,ไขมันต่ำ,0,0.230769231,0.047904192,1.537233589,-0.524894852,1.46930258,0.755225299,1.343071085,0.098912535,-1.732407959,-0.229755058,0.734316032,3
134,ข้าวผัดปลาแซลมอน,300 g,อาหารจานหลัก,527,44,4.9,2.6,42.4,689,ไขมันต่ำ,3,0.530612244,0.080455408,1.697643874,2.535897168,-1.043045836,-0.477377385,3.02914377,0.392752835,0.554018789,0.590157311,2.079990725,3
63,"กระเพาะปลา, เส้นหมี่",1 ถ้วย / 250 g,อาหารจานหลัก,220,7,45,0,2,1150,ไขมันต่ำ,3,0,0.009090909,-0.196431411,-0.444347693,0.633246534,-0.735826334,-0.672885387,1.213724824,0.554018789,-0.860787093,-0.870233902,3
135,ข้าวผัดน้ําพริกตาแดง,300 g,อาหารจานหลัก,588,24.4,47.9,4.7,33.7,460,ไขมันต่ำ,3,0.098121086,0.057312925,2.07399108,0.957172863,0.754474661,-0.268630156,2.23192462,-0.015061884,0.554018789,-0.592477717,1.123275218,3
165,"กล้วยไข่, เชื่อม ",100 g,ขนม,237,1.2,53.3,8.4,1.8,0.6,ไขมันต่ำ,0,0.157598499,0.007594937,-0.091547763,-0.911521212,0.980209793,0.09916258,-0.691212264,-0.833184512,-1.732407959,-0.429838386,-0.932077741,3
45,ข้าวต้มมัด,100 g,ขนม,183,2.5,38,15,2.3,220,ไขมันต่ำ,0,0.394736842,0.012568306,-0.424707585,-0.806809906,0.340626919,0.755225299,-0.645395072,-0.442465956,-1.732407959,0.218609809,-0.726477522,3
118,ข้าวต้มปลา,1 ชาม  / 300 g,อาหารจานหลัก,220,21,28.2,0.1,1.6,73,ไขมันต่ำ,3,0.003546099,0.007272727,-0.196431411,0.683312524,-0.069040544,-0.72588599,-0.709539141,-0.70425095,0.554018789,-0.851090383,-0.945397952,3
56,ขนมทองม้วน,100 g,ขนม,135,2,25,13,3,164,ไขมันต่ำ,0,0.52,0.022222222,-0.720849649,-0.847083485,-0.202809511,0.556418414,-0.581251002,-0.542193573,-1.732407959,0.561138426,-0.327382428,3
64,ก๋วยจั๊บณวน,1 ชาม / 250 g,อาหารจานหลัก,240,5,46,4,4,1550,ไขมันต่ำ,3,0.086956522,0.016666667,-0.073038884,-0.60544201,0.675049337,-0.338212566,-0.489616617,1.926064944,0.554018789,-0.623006906,-0.557050359,3
25,อะโวคาโด้,100 g,ผลไม้,160,2,8.5,0.7,14.7,0,ไขมันต่ำ,1,0.082352941,0.091875,-0.566608991,-0.847083485,-0.892555748,-0.666243925,0.490871303,-0.834253022,-0.97026571,-0.635595269,2.552079258,3
134,ข้าวผัดปลาแซลมอน,300 g,อาหารจานหลัก,527,44,4.9,2.6,42.4,689,ไขมันต่ำ,3,0.530612244,0.080455408,1.697643874,2.535897168,-1.043045836,-0.477377385,3.02914377,0.392752835,0.554018789,0.590157311,2.079990725,3
116,ข้าวต้มกุ้ง,1 ชาม  / 300 g,อาหารจานหลัก,203,26.1,22.7,0,0.5,111.8,ไขมันต่ำ,3,0,0.002463054,-0.301315058,1.094103032,-0.298955956,-0.735826334,-0.810336965,-0.635153959,0.554018789,-0.860787093,-1.144230932,3
73,เกี๊ยวน้ำหมู,1 ถ้วย / 300 g,อาหารจานหลัก,140,7,15,3,6,930,ไขมันต่ำ,3,0.2,0.042857143,-0.690001517,-0.444347693,-0.620837533,-0.437616008,-0.306347847,0.821937757,0.554018789,-0.313892663,0.525669887,3
57,ขนมเบื้องไส้หวาน,100 g,ขนม,415,14.4,82.4,8.4,1.9,59.2,ไขมันต่ำ,0,0.101941748,0.004578313,1.006645724,0.151701279,2.196671339,0.09916258,-0.682048826,-0.728826684,-1.732407959,-0.582030223,-1.056785641,3
118,ข้าวต้มปลา,1 ชาม  / 300 g,อาหารจานหลัก,220,21,28.2,0.1,1.6,73,ไขมันต่ำ,3,0.003546099,0.007272727,-0.196431411,0.683312524,-0.069040544,-0.72588599,-0.709539141,-0.70425095,0.554018789,-0.851090383,-0.945397952,3
135,ข้าวผัดน้ําพริกตาแดง,300 g,อาหารจานหลัก,588,24.4,47.9,4.7,33.7,460,ไขมันต่ำ,3,0.098121086,0.057312925,2.07399108,0.957172863,0.754474661,-0.268630156,2.23192462,-0.015061884,0.554018789,-0.592477717,1.123275218,3
135,ข้าวผัดน้ําพริกตาแดง,300 g,อาหารจานหลัก,588,24.4,47.9,4.7,33.7,460,ไขมันต่ำ,3,0.098121086,0.057312925,2.07399108,0.957172863,0.754474661,-0.268630156,2.23192462,-0.015061884,0.554018789,-0.592477717,1.123275218,3
133,ปลากะพงผัดขึ้นฉ่าย,300 g,อาหารจานหลัก,157,21,9,1.8,3.5,604,ไขมันต่ำ,3,0.2,0.022292994,-0.58511787,0.683312524,-0.871654347,-0.556900139,-0.53543381,0.241380559,0.554018789,-0.313892663,-0.324456722,3
55,คุ๊กกี้ธัญพืช,100 g,ขนม,501,6,65,15,24,524,ไขมันต่ำ,0,0.230769231,0.047904192,1.537233589,-0.524894852,1.46930258,0.755225299,1.343071085,0.098912535,-1.732407959,-0.229755058,0.734316032,3
64,ก๋วยจั๊บณวน,1 ชาม / 250 g,อาหารจานหลัก,240,5,46,4,4,1550,ไขมันต่ำ,3,0.086956522,0.016666667,-0.073038884,-0.60544201,0.675049337,-0.338212566,-0.489616617,1.926064944,0.554018789,-0.623006906,-0.557050359,3
137,น้ำพริกอ่อง,100 g,อาหารจานหลัก,346,34.4,34.9,9.5,10.2,3030,ไขมันต่ำ,3,0.272206304,0.029479769,0.580941507,1.762644447,0.211038232,0.208506366,0.07851657,4.561723389,0.554018789,-0.116446536,-0.027353801,3
160,โยเกิร์ตรสผลไม้รวม - ดัชชี่,1 ถ้วย / 135 g,เครื่องดื่ม,140,4,25,21,3,0.16,ไขมันต่ำ,4,0.84,0.021428571,-0.690001517,-0.685989168,-0.202809511,1.351645952,-0.581251002,-0.833968086,1.316161038,1.436169514,-0.360192133,3
138,ปลาผัดพริกสด,300 g,อาหารจานหลัก,439,17,68,2,11,720,ไขมันต่ำ,3,0.029411765,0.025056948,1.154716756,0.361123891,1.594710986,-0.53701945,0.151824079,0.447959194,0.554018789,-0.780361441,-0.210194236,3
133,ปลากะพงผัดขึ้นฉ่าย,300 g,อาหารจานหลัก,157,21,9,1.8,3.5,604,ไขมันต่ำ,3,0.2,0.022292994,-0.58511787,0.683312524,-0.871654347,-0.556900139,-0.53543381,0.241380559,0.554018789,-0.313892663,-0.324456722,3
144,ปลานิลนึ่งตะไคร้,300 g,อาหารจานหลัก,384,42,12.7,0,7,211,ไขมันต่ำ,3,0,0.018229167,0.815387308,2.374802851,-0.716983979,-0.735826334,-0.214713462,-0.458493609,0.554018789,-0.860787093,-0.492456254,3
141,เห็ดรวมผัดน้ำมันหอย,300 g,อาหารจานหลัก,82,3.5,8.1,1.1,4.9,430,ไขมันต่ำ,3,0.135802469,0.059756098,-1.047839845,-0.726262748,-0.909276869,-0.626482548,-0.407145671,-0.068487393,0.554018789,-0.489439023,1.224276521,3
132,น้ำพริกปลาทู,150 g,อาหารจานหลัก,77,8.5,8.9,3,1.1,1419,ไขมันต่ำ,3,0.337078651,0.014285714,-1.078687976,-0.323526956,-0.875834627,-0.437616008,-0.755356334,1.692773555,0.554018789,0.060945092,-0.655479473,3
143,สลัดอกไก่ต้ม,300 g,อาหารจานหลัก,165,20,10,0,5,121,ไขมันต่ำ,3,0,0.03030303,-0.535760859,0.602765366,-0.829851545,-0.735826334,-0.397982232,-0.618770136,0.554018789,-0.860787093,0.006680017,3
55,คุ๊กกี้ธัญพืช,100 g,ขนม,501,6,65,15,24,524,ไขมันต่ำ,0,0.230769231,0.047904192,1.537233589,-0.524894852,1.46930258,0.755225299,1.343071085,0.098912535,-1.732407959,-0.229755058,0.734316032,3
136,ห่อหมกปลาดอรี่,300 g,อาหารจานหลัก,508,38.3,19.4,6.9,31.7,933,ไขมันต่ำ,3,0.355670103,0.062401575,1.580420973,2.076778365,-0.436905203,-0.049942583,2.04865585,0.827280308,0.554018789,0.111782899,1.333641152,3
64,ก๋วยจั๊บณวน,1 ชาม / 250 g,อาหารจานหลัก,240,5,46,4,4,1550,ไขมันต่ำ,3,0.086956522,0.016666667,-0.073038884,-0.60544201,0.675049337,-0.338212566,-0.489616617,1.926064944,0.554018789,-0.623006906,-0.557050359,3
73,เกี๊ยวน้ำหมู,1 ถ้วย / 300 g,อาหารจานหลัก,140,7,15,3,6,930,ไขมันต่ำ,3,0.2,0.042857143,-0.690001517,-0.444347693,-0.620837533,-0.437616008,-0.306347847,0.821937757,0.554018789,-0.313892663,0.525669887,3
118,ข้าวต้มปลา,1 ชาม  / 300 g,อาหารจานหลัก,220,21,28.2,0.1,1.6,73,ไขมันต่ำ,3,0.003546099,0.007272727,-0.196431411,0.683312524,-0.069040544,-0.72588599,-0.709539141,-0.70425095,0.554018789,-0.851090383,-0.945397952,3
63,"กระเพาะปลา, เส้นหมี่",1 ถ้วย / 250 g,อาหารจานหลัก,220,7,45,0,2,1150,ไขมันต่ำ,3,0,0.009090909,-0.196431411,-0.444347693,0.633246534,-0.735826334,-0.672885387,1.213724824,0.554018789,-0.860787093,-0.870233902,3
160,โยเกิร์ตรสผลไม้รวม - ดัชชี่,1 ถ้วย / 135 g,เครื่องดื่ม,140,4,25,21,3,0.16,ไขมันต่ำ,4,0.84,0.021428571,-0.690001517,-0.685989168,-0.202809511,1.351645952,-0.581251002,-0.833968086,1.316161038,1.436169514,-0.360192133,3
57,ขนมเบื้องไส้หวาน,100 g,ขนม,415,14.4,82.4,8.4,1.9,59.2,ไขมันต่ำ,0,0.101941748,0.004578313,1.006645724,0.151701279,2.196671339,0.09916258,-0.682048826,-0.728826684,-1.732407959,-0.582030223,-1.056785641,3
144,ปลานิลนึ่งตะไคร้,300 g,อาหารจานหลัก,384,42,12.7,0,7,211,ไขมันต่ำ,3,0,0.018229167,0.815387308,2.374802851,-0.716983979,-0.735826334,-0.214713462,-0.458493609,0.554018789,-0.860787093,-0.492456254,3
144,ปลานิลนึ่งตะไคร้,300 g,อาหารจานหลัก,384,42,12.7,0,7,211,ไขมันต่ำ,3,0,0.018229167,0.815387308,2.374802851,-0.716983979,-0.735826334,-0.214713462,-0.458493609,0.554018789,-0.860787093,-0.492456254,3
165,"กล้วยไข่, เชื่อม ",100 g,ขนม,237,1.2,53.3,8.4,1.8,0.6,ไขมันต่ำ,0,0.157598499,0.007594937,-0.091547763,-0.911521212,0.980209793,0.09916258,-0.691212264,-0.833184512,-1.732407959,-0.429838386,-0.932077741,3
142,ฟักทองผัดไข่ขาว,300 g,อาหารจานหลัก,243,14.3,9.4,4.5,16.3,826,ไขมันต่ำ,3,0.478723404,0.067078189,-0.054530005,0.143646563,-0.854933226,-0.288510845,0.63748632,0.636729326,0.554018789,0.448268723,1.52697346,3
131,แซลมอนลุยสวน,300 g,อาหารจานหลัก,371,27.8,19.9,9.8,20,1468,ไขมันต่ำ,3,0.492462311,0.053908356,0.735182166,1.231033202,-0.416003802,0.238327399,0.976533544,1.780035219,0.554018789,0.485837383,0.982529546,3
138,ปลาผัดพริกสด,300 g,อาหารจานหลัก,439,17,68,2,11,720,ไขมันต่ำ,3,0.029411765,0.025056948,1.154716756,0.361123891,1.594710986,-0.53701945,0.151824079,0.447959194,0.554018789,-0.780361441,-0.210194236,3
132,น้ำพริกปลาทู,150 g,อาหารจานหลัก,77,8.5,8.9,3,1.1,1419,ไขมันต่ำ,3,0.337078651,0.014285714,-1.078687976,-0.323526956,-0.875834627,-0.437616008,-0.755356334,1.692773555,0.554018789,0.060945092,-0.655479473,3
134,ข้าวผัดปลาแซลมอน,300 g,อาหารจานหลัก,527,44,4.9,2.6,42.4,689,ไขมันต่ำ,3,0.530612244,0.080455408,1.697643874,2.535897168,-1.043045836,-0.477377385,3.02914377,0.392752835,0.554018789,0.590157311,2.079990725,3
45,ข้าวต้มมัด,100 g,ขนม,183,2.5,38,15,2.3,220,ไขมันต่ำ,0,0.394736842,0.012568306,-0.424707585,-0.806809906,0.340626919,0.755225299,-0.645395072,-0.442465956,-1.732407959,0.218609809,-0.726477522,3
165,"กล้วยไข่, เชื่อม ",100 g,ขนม,237,1.2,53.3,8.4,1.8,0.6,ไขมันต่ำ,0,0.157598499,0.007594937,-0.091547763,-0.911521212,0.980209793,0.09916258,-0.691212264,-0.833184512,-1.732407959,-0.429838386,-0.932077741,3
